_id,Condition,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Feedback_Perc,N_Reviews,Seller_Status
,Used,"$4,800 ","Spring Grove, Illinois, United States",2008,"19,300",Blue,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,FXDF,Cruiser,100,1,"Private Seller"
,Used,"$6,500 ","Sycamore, Illinois, United States",2008,"14,500",,Harley-Davidson,,Sportster,"Custom 1200 Anniversary Edition - 105th",,100,13,"Private Seller"
,Used,"$16,795 ","Port Orange, Florida, United States",2014,"5,860","Birch White &amp; Midnight Pearl",Harley-Davidson,"Vehicle has an existing warranty",Touring,"Ultra Classic",Touring,100,762,Dealer
,Used,"$9,500 ","Deerfield, Illinois, United States",2002,"24,000",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Cruiser,100,77,"Private Seller"
,Used,$500,"Clearwater, Florida, United States",2007,"27,784","RED BLACK",Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,FLHRC,TOURING,100,616,Dealer
,Used,"$31,999 ","West Bloomfield, Michigan, United States",2016,300,Silver,Harley-Davidson,"Vehicle has an existing warranty",Touring,,Touring,100,14,"Private Seller"
,Used,"$17,000 ","Joplin, Missouri, United States",1975,"9,001",Black,Harley-Davidson,,Touring,,Touring,100,44,"Private Seller"
,Used,"$9,500 ","Warsaw, Indiana, United States",2002,"13,562","Red &amp; Silver",Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,,Cruiser,100,292,"Private Seller"
,Used,"$3,250 ","Elmwood Park, Illinois, United States",1997,"28,000",Red,Harley-Davidson,,Sportster,Custom,,100,2,"Private Seller"
,Used,"$21,300 ","Headland, Alabama, United States",2015,"1,200",,Harley-Davidson,,Touring,"custom bagger","road glide",100,187,"Private Seller"
,Used,"$8,200 ","Milwaukee, Wisconsin, United States",2007,"49,000",,BMW,,R-Series,,,100,40,
,Used,"$8,888 ","Port Orange, Florida, United States",2008,"38,484",Black,Harley-Davidson,"Vehicle has an existing warranty",Touring,FLHTC,Touring,100,762,Dealer
,Used,"$2,247 ","Shawano, Wisconsin, United States",1976,"13,161",Brown,Kawasaki,"Vehicle does NOT have an existing warranty",KZ,,"Sport Bike",100,9,"Private Seller"
,Used,"$13,600 ","Hagerstown, Maryland, United States",1966,"18,441",,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"ELECTRA GLIDE",Touring,100,110,"Private Seller"
,Used,"$20,999 ","Fremont, Indiana, United States",2014,713,Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,"Screamin Eagle CVO",Cruiser,100,1201,"Private Seller"
,New,"$2,887 ","South Haven, Michigan, United States",2017,1,"Green or Gray",Kawasaki,"Vehicle has an existing warranty","Z 125 Pro",,Naked,100,876,Dealer
,Used,"$7,100 ","Clearwater, Florida, United States",2008,"17,267",BLACK,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,FLHTCU,"TOURING CRUISER",100,616,Dealer
,Used,"$26,100 ","Sanford, Florida, United States",2015,"7,023",Black,Harley-Davidson,Unspecified,Touring,"Street Glide Special",Touring,100,499,Dealer
,Used,"$4,899 ","Madisonville, Tennessee, United States",2003,"37,779",Silver,Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,FLSTCI,Cruiser,100,3743,Dealer
,New,"$15,199 ","Kaukauna, Wisconsin, United States",2015,2,Blue,Honda,"Vehicle has an existing warranty","Gold Wing",,Touring,9.9,32557,Dealer
,Used,"$17,000 ","Eldridge, Iowa, United States",2007,"30,053",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,Fatboy,Standard,,28,"Private Seller"
,Used,"$17,000 ","Loganville, Georgia, United States",2016,"1,432","White/Teal two tone",Harley-Davidson,"Vehicle has an existing warranty",Touring,"Road King",Touring,100,69,"Private Seller"
,Used,"$1,691 ","Lebanon, Pennsylvania, United States",1975,"8,603",,Kawasaki,,Other,,,100,210,
,Used,"$11,000 ","Lansing, Michigan, United States",1968,"22,900",BLK,BMW,NO,R-Series,,R50/2,100,232,"Peter Root"
,Used,"$19,589 ","Port Orange, Florida, United States",2015,"6,393",Orange,Harley-Davidson,"Vehicle has an existing warranty",Touring,FLHTKL,Touring,100,762,Dealer
,Used,"$7,000 ","Freeland, Michigan, United States",2014,233,Purple,Harley-Davidson,,Sportster,,Standard,100,979,"Private Seller"
,Used,"$15,500 ","Lake Charles, Louisiana, United States",2012,"11,060","Candy HD Orange",Harley-Davidson,"Vehicle has an existing warranty",Touring,"Road King",Touring,100,120,"Private Seller"
,Used,"$1,050 ","Machesney Park, Illinois, United States",2008,10,Red,Honda,"Vehicle does NOT have an existing warranty",CRF150R,"Big Wheel expert",Off-Road,100,231,"Private Seller"
,Used,"$7,500 ","Portland, Oregon, United States",1942,"10,000",black,Harley-Davidson,none,Other,,,7.8,120,
,Used,"$60,000 ","Alexandria, Louisiana, United States",2004,971,Green,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,100,290,Dealer
,Used,"$18,999 ","Orange, VA, United States",2017,30,"Velocity Red",Harley-Davidson,"Vehicle has an existing warranty",Touring,,Touring,100,2,Dealer
,Used,"$32,888 ","Gastonia, North Carolina, United States",2017,151,"SATIN BLACK &amp; RED",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$6,800 ","Wauconda, Illinois, United States",2004,"4,000",Blue,Harley-Davidson,N/A,Dyna,"Low Rider",Cruiser,100,771,
,Used,"$9,999 ","Plymouth, Indiana, United States",2011,"14,000","sunglow merlot",Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,,,100,790,"Private Seller"
,Used,"$12,600 ","Rollinsford, New Hampshire, United States",1983,30,,Harley-Davidson,,Other,,,100,343,
,Used,"$13,900 ","Lima, Ohio, United States",2016,"1,302",BLUE,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,,Cruiser,100,1645,Dealer
,Used,"$13,495 ","Zieglerville, Pennsylvania, United States",2015,"15,466","Vivid Black",Harley-Davidson,Unspecified,Touring,"Electra Glide Police FLHTP Street Glide FLHXS",Cruiser,100,297819,Dealer
,Used,"$30,663 ","Gastonia, North Carolina, United States",2016,"6,988","APPLE RED CANDY",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$4,750 ","Lathrop, California, United States",2007,"7,775","Black with Flames",Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,,Standard,9.8,3280,Dealer
,Used,"$2,247 ","Shawano, Wisconsin, United States",1976,"13,161",Brown,Kawasaki,"Vehicle does NOT have an existing warranty",KZ,,"Sport Bike",100,9,"Private Seller"
,Used,"$4,350 ","Wauconda, Illinois, United States",1993,"35,000",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,,Cruiser,6.6,301,"Private Seller"
,Used,"$13,495 ","Zieglerville, Pennsylvania, United States",2015,"15,466","Vivid Black",Harley-Davidson,Unspecified,Touring,"Electra Glide Police FLHTP Street Glide FLHXS",Cruiser,100,297819,Dealer
,New,"$2,887 ","South Haven, Michigan, United States",2017,1,"Green or Gray",Kawasaki,"Vehicle has an existing warranty","Z 125 Pro",,Naked,100,876,Dealer
,Used,"$30,663 ","Gastonia, North Carolina, United States",2016,"6,988","APPLE RED CANDY",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$13,100 ","Hialeah, Florida, United States",2014,"7,004",White,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,StreetGlide,Touring,100,3580,"Private Seller"
,Used,"$5,990 ","Freeport, Illinois, United States",1977,"18,000",Blue,Harley-Davidson,"Vehicle does NOT have an existing warranty",Sportster,,"Sport Bike",100,295,"Private Seller"
,Used,"$21,997 ","Port Orange, Florida, United States",2017,351,White,Harley-Davidson,"Vehicle has an existing warranty",Touring,FLHXS,Touring,100,762,Dealer
,Used,"$7,495 ","Leesburg, Florida, United States",2017,"3,496","Charcoal Denim",Harley-Davidson,"Vehicle has an existing warranty",Sportster,"XL883N Iron",,,87,Dealer
,Used,"$5,000 ","Scott City, Missouri, United States",2006,"11,977",Black,Harley-Davidson,"Vehicle has an existing warranty",Softail,,Gasoline,100,4,Dealer
,Used,"$4,250 ","Broomfield, Colorado, United States",2003,"25,500",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"Ultra Glide Classic",Touring,100,59,"Private Seller"
,Used,"$8,300 ","Findlay, Ohio, United States",2011,"1,060","Denim Black",Harley-Davidson,"Vehicle does NOT have an existing warranty",Dyna,"Street Bob",,,17,"Private Seller"
,Used,$900,"Maywood, Illinois, United States",1979,"13,300",Burgundy,Honda,"Vehicle does NOT have an existing warranty",CB,650,Standard,100,406,"Private Seller"
,Used,"$6,000 ","Berrien Springs, Michigan, United States",2003,"72,600",Orange,Honda,,"Gold Wing",,Touring,100,123,"Private Seller"
,Used,"$36,908 ","Gastonia, North Carolina, United States",2014,"8,180","BLACK &amp; RED",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$10,900 ","Saint Louis, Missouri, United States",2017,275,"BLACK DENIM",Harley-Davidson,"Vehicle has an existing warranty",Softail,"FAT BOY S",SOFTTAIL,100,65,"Private Seller"
,Used,"$2,000 ","Canoga Park, California, United States",2006,"90,379","BLACK N WHITE",BMW,"Vehicle has an existing warranty",R-Series,"R1150RT POLICE",Touring,>96,718,Dealer
,Used,$0,"Horton, Michigan, United States",1999,"42,000",green,Harley-Davidson,,Touring,,Touring,100,66,"Private Seller"
,Used,"$1,691 ","Lebanon, Pennsylvania, United States",1975,"8,603",,Kawasaki,,Other,,,100,210,
,Used,"$26,500 ","Marion, North Carolina, United States",2007,"25,183",Silver,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"Custom Bagger",Touring,100,239,"Private Seller"
,New,"$33,000 ","Sacramento, California, United States",2017,101,Orange,Harley-Davidson,"Vehicle has an existing warranty",Touring,"Street Glide Special",Touring,100,75,"Private Seller"
,Used,"$48,000 ","Gilbert, Arizona, United States",2016,"1,100",Silver,Harley-Davidson,,Touring,,"harley quad",100,13,
,Used,"$6,950 ","Clearwater, Florida, United States",2007,"39,334","WHITE PEARL BLUE PEARL",Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,FLHTCU,TOURING,100,616,Dealer
,Used,"$31,991 ","Gastonia, North Carolina, United States",2015,"3,555","BLACK &amp; ORANGE",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$15,000 ","Centerport, New York, United States",2014,"4,024",Silver/charcoal,Harley-Davidson,"Vehicle has an existing warranty",Touring,"Ultra Limited",Touring,100,19,"Private Seller"
,Used,"$47,720 ","Gastonia, North Carolina, United States",2016,"3,355",SILVER,Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$7,500 ","Portland, Oregon, United States",1942,"10,000",black,Harley-Davidson,none,Other,,,7.8,120,
,Used,"$25,927 ","Gastonia, North Carolina, United States",2016,"3,755","BLACK &amp; BLUE",Harley-Davidson,"Vehicle has an existing warranty",Softail,,Cruiser,100,1016,Dealer
,Used,"$12,900 ","Glenpool, Oklahoma, United States",2009,"2,523",Burgundy,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"ultra classic electra glide",Touring,100,554,"Private Seller"
,New,"$25,000 ",,2016,"1,300",Black,Harley-Davidson,"Vehicle has an existing warranty",Touring,"Road Glide Special",Touring,,7,"Private Seller"
,Used,"$13,495 ","Zieglerville, Pennsylvania, United States",2007,"8,912","Canyon Copper/Candy red",Harley-Davidson,"Vehicle has an existing warranty",Softail,"Screaming Eagle CVO Springer FXSTSSE",Cruiser,100,297819,Dealer
,Used,"$12,600 ","Rollinsford, New Hampshire, United States",1983,30,,Harley-Davidson,,Other,,,100,343,
,Used,$401,"Osceola, Indiana, United States",1985,"78,000",Burgundy,Honda,,Other,,Touring,100,293,
,Used,"$9,288 ","Perry, Ohio, United States",2011,"5,042","two tone rootbeer",Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"LIMITED TWO TONE ROOTBEER PEARL ULTRA CLASSIC HOG",Touring,100,933,Dealer
,Used,"$41,444 ","Gastonia, North Carolina, United States",2016,"3,998","SATIN BLACK &amp; ORANGE",Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$17,900 ","Leesburg, Florida, United States",2012,"41,064",Red,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,>96,210,Dealer
,Used,"$29,994 ","Gastonia, North Carolina, United States",2015,"3,996",BLACK,Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$6,850 ","Rosedale, Maryland, United States",2005,"29,956",Blue,Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,,Cruiser,9.1,218,Dealer
,Used,"$12,995 ","Hot Springs National Park, Arkansas, United States",2005,"4,946","Indian Smoke Red",Harley-Davidson,"Vehicle does NOT have an existing warranty",Softail,"Springer Classic",,100,247,"Private Seller"
,Used,"$18,999 ","Whittier, California, United States",2003,"26,511","100th Anniversary Vivid Black",Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"FLHRC Road King",,100,347,"Private Seller"
,Used,"$5,700 ","Des Plaines, Illinois, United States",1981,100,White,Honda,Unspecified,Other,"cx500 delux","Caf\xE9 Racer",100,778,"Private Seller"
,Used,"$18,500 ","Webster, New York, United States",2016,"1,231",Blue,Harley-Davidson,"Vehicle has an existing warranty",Touring,,Touring,9.7,2509,"Private Seller"
,Used,"$10,000 ","Conroe, Texas, United States",2014,"30,000",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,special,Touring,100,100,"Private Seller"
,Used,"$2,500 ","Appleton, Wisconsin, United States",1977,"999,999",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",FXE,"Super Glide",Cruiser,9.9,42714,
,Used,"$22,900 ","Lima, Ohio, United States",2010,"1,302",Burgundy,Harley-Davidson,"Vehicle does NOT have an existing warranty",flhxse,"street glide cvo",Cruiser,100,1645,Dealer
,Used,"$22,999 ","Columbus, Indiana, United States",2010,"1,600",Black,Harley-Davidson,,Touring,,Touring,100,404,
,Used,"$19,495 ","High Point, North Carolina, United States",2014,"2,564","Daytona Blue Pearl",Harley-Davidson,Unspecified,Touring,Limited,Touring,100,960,Dealer
,Used,"$20,995 ","Sandusky, Ohio, United States",2016,"1,566",Gray,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"FLHXS Street Glide Special",Touring,9.8,9355,Dealer
,Used,"$10,300 ","New Madrid, Missouri, United States",2017,"4,211",,Harley-Davidson,"Vehicle has an existing warranty",Touring,FLHR,Touring,100,102,"Private Seller"
,Used,"$10,900 ","Saint Louis, Missouri, United States",2017,275,"BLACK DENIM",Harley-Davidson,"Vehicle has an existing warranty",Softail,"FAT BOY S",SOFTTAIL,100,65,"Private Seller"
,Used,"$2,000 ","Canoga Park, California, United States",2006,"90,379","BLACK N WHITE",BMW,"Vehicle has an existing warranty",R-Series,"R1150RT POLICE",Touring,>96,718,Dealer
,Used,"$19,495 ","High Point, North Carolina, United States",2015,"4,864","Mysterious Red Sunglo/Blackened Cayenne Sunglo",Harley-Davidson,Unspecified,Touring,"Limited Low",Touring,100,960,Dealer
,Used,"$21,000 ","Woodbury, New Jersey, United States",2011,"9,874",Purple,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,"STREET GLIDE",Touring,6.2,251,Dealer
,Used,"$9,995 ","Staten Island, New York, United States",2016,461,Black,Harley-Davidson,"Vehicle has an existing warranty",Sportster,"48 XL1200",,100,22,Dealer
,Used,"$29,900 ","Hialeah, Florida, United States",2017,"2,800",White,Harley-Davidson,,Touring,,,100,27,"Private Seller"
,Used,"$6,000 ","Douglas City, California, United States",1996,"5,900",,Harley-Davidson,,Other,,,100,738,
,Used,"$9,900 ","Bartlett, Illinois, United States",2007,"26,500","Metallic black",Honda,"Vehicle does NOT have an existing warranty","Gold Wing","Premium audio",Touring,100,2,"Private Seller"
,Used,"$20,999 ","Long Branch, New Jersey, United States",2016,"2,134","VIVID BLACK",Harley-Davidson,"Vehicle has an existing warranty",Touring,"ROAD GLIDE SPECIAL",Touring,8.8,101,Dealer
,Used,"$8,999 ","Trenton, Tennessee, United States",2004,"18,500","Smokey Gold",Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,100,994,"Private Seller"
,Used,"$7,100 ","Hot Springs National Park, Arkansas, United States",2012,"32,606","BLACK AND WHITE",Harley-Davidson,"Vehicle has an existing warranty",Touring,"Screamin Eagle",Touring,100,361,"Private Seller"
,Used,"$8,495 ","Zieglerville, Pennsylvania, United States",2007,"57,872","Black Cherry Pearl",Harley-Davidson,"Vehicle has an existing warranty",Touring,"Ultra Classic FLHTCU",Touring,100,297819,Dealer
,Used,"$4,882 ","Lathrop, California, United States",2004,"51,673",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,,Touring,9.8,3280,Dealer
,Used,"$2,700 ","Stevens Point, Wisconsin, United States",1974,123,Red,Yamaha,"Vehicle does NOT have an existing warranty",Other,,,100,197,"Private Seller"
,Used,"$25,927 ","Gastonia, North Carolina, United States",2016,"3,755","BLACK &amp; BLUE",Harley-Davidson,"Vehicle has an existing warranty",Softail,,Cruiser,100,1016,Dealer
,Used,$0,"Staten Island, New York, United States",2017,489,Green,Harley-Davidson,"Vehicle has an existing warranty",Touring,"ALL AVAILABLE OPTIONS",Touring,1.7,36,"Private Seller"
,Used,"$26,000 ","Ashland, Kentucky, United States",2017,860,"Charcoal Denim",Harley-Davidson,"Vehicle has an existing warranty",Touring,,"Harley Davison",100,565,"Private Seller"
,Used,"$33,857 ","Gastonia, North Carolina, United States",2017,"2,280",WHITE,Harley-Davidson,"Vehicle has an existing warranty",Touring,"FINANCING AVAILABLE - 704-824-8533",Touring,100,1016,Dealer
,Used,"$6,000 ","Rosedale, Maryland, United States",2003,"41,257",Silver,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,FLHRCI,Touring,9.1,218,Dealer
,Used,"$13,495 ","Zieglerville, Pennsylvania, United States",2007,"8,912","Canyon Copper/Candy red",Harley-Davidson,"Vehicle has an existing warranty",Softail,"Screaming Eagle CVO Springer FXSTSSE",Cruiser,100,297819,Dealer
