address,area,city,country,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,property_id,property_name,property_type,province,room_area,room_count,room_facilities,room_type,state,uniq_id
"No. 462, 2nd Block Jayanagar, Near Ashoka Pillar, Bengaluru",Jayanagar,Bangalore,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples.",Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Multi Lingual Staff|Smoking Area |Veg / Non Veg Kitchens Separate |Food Facility|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|CCTV|Public Restrooms,3,18,12.94354883,Jayanagar,77.58355491,HTLGBO1000037252,Treebo Akshaya Lalbagh Inn,Hotel,Bangalore,26 X 10 Sq.ft.,34,Air Conditioning |Refrigerator|Toiletries|Coffee Table|TV,Standard Room,Karnataka,fc23161d8e7245c46e7db3431d1f7658
"Rangbari Rd, Sector - 5, Talwandi, Kota, Rajasthan 324005",Talwandi,Kota,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over above the paid rates as per actual  hotel discretion.",Parking Facilities Available|Front Desk,1,15,25.1497112,Talwandi,75.8364277,HTLGBO1000064030,UDAY REGENCY,Hotel,Kota,,5,Room Service |Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room,STANDARD ROOM,Rajasthan,f8ea2da546b7cf49c951c53d19343f76
"Near Gautam Hotel, porvorim, Sangolda",Alto De Porvorim,Goa,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo Identity is mandatory for all the guest who crossed their minority Pancard is not valid as photo identity Pets not allowed,"Doctor on Call|Parking Facilities Available|Private / Plunge Pool|Front Desk|Pick Up and Drop (Rly Station, Bus Stand, Temple)| Bike on Rent|Car Rental|Taxi Services",0,12,15.5350952,Alto De Porvorim,73.8154394,HTLGBO1000029788,THE VERDA VILLA,Villa,Goa,,4,Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Hairdryer (on request)|Tea Coffee Kettle / Maker|Telephone| Hot / Cold Running Water|Housekeeping|HD / LCD Satellite TV |Attached Bathroom,Deluxe Room,Goa,6865c52dcd95f72bf1e8bdd34d057eb4
"2 kms Before Kasauli Bus Stand,Below MES Bunglow ,Kasauli",Old Kasauli Road,Kasauli,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Room Service (24 Hours),0,5,30.8989,Old Kasauli Road,76.9647,HTLGBO1000007589,UNA Homestay Mahal farm,Homestay,Kasauli,,6,Air Conditioning |Basic Bathroom Amenities|Tea Coffee Kettle / Maker|Refrigerator|Telephone|TV,Deluxe Room,Himachal Pradesh,1e809f35c56300ff356adbe658ac661b
"2, West Range, Near Tata Motor lexus Showroom, Beck Bagan,Kolkata",Ballygunge Area,Kolkata,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Banquet Facilities|Business Center |Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Multi Lingual Staff|Wake-up Call / Service|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Smoking Area |Veg / Non Veg Kitchens Separate |Food Facility|Newspapers In Lobby|Parking Facility|Internet Access |Restaurant|Room Service|CCTV,3,15,22.54284352,Ballygunge Area,88.36072196,HTLGBO1000085224,Treebo Orion West Willow,Hotel,Kolkata,17 X 10 Sq.ft.,50,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Refrigerator|Telephone|Shower Facility Available|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Moisturiser|Coffee Table|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom|Bedside Table|Daily Room Cleaning|Dustbins|Western Toilet Seat,Standard Room,West Bengal,bb802bb8074150daa69b22884bd040c9
"Survey No.198/1,198/2, Manavely Revenue Village, Maraimalai Adigal St, Ariyankuppam Post",Others,Pondicherry,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All guests must carry a valid reservation voucher on arrival with complete payment details failing which the same would be charged directly as required. Rooms are subject to availability.,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Billiards|Business Center |Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Lobby|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Table Tennis|Tennis Court|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Disabled Friendly Rooms|Fax Machine|Multi - Line Phone|Free Local Calls|Picnic Area|Massage Services |Horse Ride ( Chargeable ) |Express Laundry|Taxi Services|Badminttion Court|Board Room|Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Children's Park|Room Service (24 Hours)|Spa Services Nearby| Cook Services|Party hall|Baggage Room|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |First-Aid Kit at Front Desk|Suites,0,32,11.8817812,Others,79.82004488,HTLGBO1000002189,The Windflower Resorts &amp; Spa,Resort,Pondicherry,,256,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Safe - In - Room |Coffee Table|Wardrobe|Split A.C's|International Switch Plugs (on request)|TV|Mirror|Movies &amp; Games on demand|Attached Bathroom|Bedside Table|Daily Room Cleaning|Disabled Friendly Bathrooms|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-room Storage Space|In-Room Safe|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat",STUDIO - Water View,Pondicherry,907655af42e9aa2f1bf0fea3b4122833
"Ridsdale Rd, Fort Kochi, Kochi, Kerala 682001",Fort Kochi,Cochin,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,9,9.964525,Fort Kochi,76.2408217,HTLGBO1000060460,TRINITY HOTEL,Hotel,Cochin,,4,"Room Service |Air Conditioning |Basic Bathroom Amenities|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",DELUXE ROOM,Kerala,3389ecedce11bb6641d90bd8793b236a
"H.no - 28/4 , S Block , DLF Phase 3 , Gurgaon",DLF Phase I I I,Gurgaon,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Power Backup|Gardens|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,3,8,28.48670794,DLF Phase I I I,77.1037265,HTLGBO1000056960,Tripo Cyber city Gurgaon,Guest House,Gurgaon,,17,Room Service |Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Attached Bathroom,Deluxe Room,Haryana,a4227d7e395af8308a0d1ee7cff40a96
"Jim Corbett National Park, Marchula",Marchula,Corbett,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Basketball Court |Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Golf Course|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Table Tennis|Local Tour / Travel Desk|Suitable For Children|Conference Facility |Children's Park|Ski Storage,5,33,29.600425,Marchula,79.0919133,HTLGBO1000003227,The Solluna Resort,Resort,Corbett,,47,Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Refrigerator|Telephone,Superior Room,Uttarakhand,6e265aee699bfd8de03d9176ac1e2efd
"41, Nemi Nagar, Gandi Path,Vaishali Nagar, Jaipur",Others,Jaipur,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Dry Cleaning|Laundry Service Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,0,26,26.9056988,Others,75.7410174,HTLGBO1000049918,Tordi palace,Hotel,Jaipur,,26,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|In-Room Safe",Deluxe Room,Rajasthan,7db5d820e19a52f0636dedfa33541f1d
Haridwar By-Pass Road Near Mahindra Show Room Ajabpur Kalan Dehradun-248001,Haridwar Road,Dehradun,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1)-c/in ,c/out time-12.00 noon 2)-Early check in and Late checkout subject to availability.","Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Dance Performances (on demand)|Catering|Wake-up Call / Service|Porter / Bellhop|Sauna|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Fax Machine|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Jacuzzi|Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Water Dispenser Available|Taxi Services|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Smoke Detector",4,32,30.2877831,Haridwar Road,78.0466933,HTLGBO1000007461,The Solitaire,Hotel,Dehradun,,53,"Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Internet Connection In Room|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Slippers|Bathtub Only|Premium Amenities / Toiletries|Moisturiser|Safe - In - Room",Executive Suite,Uttarakhand,a9a38de7c8ab1258e3d20d9acd52933a
"Kanchanjunga Dara, Hill Top Village Gylanka Road PS and Sub division",Upper Cart Road,Kalimpong,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant,0,1,27.06,Upper Cart Road,88.47,HTLGBO1000010674,The Sana Hill Top,Lodge,Kalimpong,,9,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water,Double Deluxe Room,West Bengal,152e1378ea1186d198fba76f56603ccf
"Samdup Cottage, upper cart road, P.O. Kalimpong, Dist. Darjeeling, West Bengal",Upper Cart Road,Kalimpong,India,regular,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests.,Laundry Service Available|Library|Lobby|Parking Facilities Available|Front Desk|Welcome Drinks|Power Backup|Veranda|Campfire / Bon Fire|Parking Facility|Restaurant|Room Service|Fire Safety|First-Aid Kit at Front Desk|Suites,0,18,27.05989969,Upper Cart Road,88.46015453,HTLGBO1000091922,The Shire Kalimpong Homestay,Homestay,Kalimpong,,8,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Handheld Showers|Attached Bathroom|Bedside Table|Do-Not-Disturb Notice|Dustbins|Room with Window/Ventilation|Western Toilet Seat|Breakfast chargeable",Twin Standard Room,West Bengal,f79e47918c9a848f01c5a92ec12459c6
"Bhagsu Nag, Upper Dharamshala",Bhagsu Nag,Mcleodganj,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Bar / Lounge |Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Coffee Shop / Cafe|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,3,7,32.246531,Bhagsu Nag,76.3326127,HTLGBO1000025454,Triund Heights,Hotel,Mcleodganj,,16,"Room Service |Air Conditioning |Basic Bathroom Amenities|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Shower Facility Available|Breakfast Available (surcharge)|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|HD / LCD Satellite TV |Mirror|Attached Bathroom",Premium Room,Himachal Pradesh,6ff93127f23f313bd273b97818729205
"181/1, Opposite CDRI Campus, Sitapur Road lucknow u.p",Sitapur Road,Lucknow,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Room Service (24 Hours)|Public Restrooms|Speciality Restaurant,0,7,26.9038651,Sitapur Road,80.9482556,HTLGBO1000097040,The Revanta,Hotel,Lucknow,,21,"Room Service |Air Conditioning |Basic Bathroom Amenities|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Shower Facility Available|Newspapers|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|Slippers|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Bidet|Coffee Table|Wardrobe|Sofa Table / Extra Seats |TV|Bathrobes|Rollaway Beds|Mirror|Mini Refrigerator|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Rooms with Attached Bathrooms|Sanitary Bin|Western Toilet Seat",Deluxe Room,Uttar Pradesh,511d2016697033c22dd13ca2c2a46f48
"at post: Met Gutad , Panchgani - Mahabaleshwar Rd,",Panchgani Road,Mahabaleshwar,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Below 5 Years complimentary stay. 5 Years and above extra bed rates will be applicable. Gala Dinner: Applicable on 24 Dec, 2015 and 31 Dec, 2015 at an additional cost payable at the hotel directly. for these dates cancellation policy will be non refundable - 14 to 17th August , 1 to 5th , 23 to 31st October , 1 to 2nd November, 20 to 31st December , 1 to 4th , 23 to 26th Jan 2015.",Swimming Pool|Banquet Facilities|Doctor on Call|Internet Access - Surcharge|Lobby|Night Club|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Medical Assistance Available|Power Backup|Gardens|Wedding Services Facility|Multi Lingual Staff|Suitable For Children|Picnic Area|Jacuzzi|Discotheque |Veranda|Extra Person / Child - Share the same room|Kids Play Zone|Taxi Services|Badminttion Court| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility,3,18,17.92603193,Panchgani Road,73.6936346,HTLGBO1000008090,United 21 Resort,Resort,Mahabaleshwar,,31,Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Refrigerator|Telephone|HD / LCD Satellite TV,Deluxe,Maharashtra,9b51372228565b447e6d436a009def2e
"9/1, 2nd Cross, Thulasithotham, balepet, Bangalore",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Bar / Lounge |Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Newspapers In Lobby|Room Service (24 Hours),1,19,12.9726292,Gandhi Nagar/ Majestic / City Railway Station,77.57359,HTLGBO1000002575,UG Deluxe,Hotel,Bangalore,12 X 11 Sq.ft.,57,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone,Double Deluxe Non A/c Room,Karnataka,41cfad43e79915b3aa8ffe72be840a02
"Off Katra Reasi Road, Katra, Vaishnovdevi",Reasi Road,Katra,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Please note that a onetime shuttle service (to n fro) till Banganga-Darshani Gate or Katra Helipad is complimentary during your stay at our hotel. Also the shuttle service anywhere in the town will be charged INR 150/- to n fro every time.,"Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Fitness Equipment|Coffee Shop / Cafe|Conference Facility |Pool Table|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Car Rental|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility",5,34,32.98727621,Reasi Road,74.9201859,HTLGBO1000001500,The White Hotels,Hotel,Katra,13 X 14 Sq.ft.,180,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Refrigerator|Telephone|Housekeeping|Coffee Table|Wardrobe|Mini Refrigerator|Attached Bathroom,Deluxe Room,Jammu and Kashmir,caa79c5f4b87c408f27697d71ea075b0
"Nagpur Road, Near Tristar Cars",Tadoba Chandrapur,Chandrapur,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Lady visitor not allowed.  2. Pets are not allowed,  3. Checkout at 12 noon.  4. ID proof is necessary  5. Tariff - Taxes and Service Charge : 10% Luxury Tax , 9% Service Tax , 10% Service Charge ( Total 29% ).","Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Catering|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Fax Machine|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Food Facility| Drivers Rest Room|Newspapers In Lobby|Family Room|Party hall|Air / Rail Booking|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Porter Services Available|Public Restrooms",3,13,19.9848863,Tadoba Chandrapur,79.2744399,HTLGBO1000025768,Tristar Inn Pvt.Ltd.,Hotel,Chandrapur,12 X 14 Sq.ft.,52,"Room Service |Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers|Primium Bathrooms|Premium Amenities / Toiletries|Handheld Showers|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Split A.C's|Private Garden|Soundproof Windows|TV|Mirror|Custom Duvets / Linen|Mini Refrigerator|Stationery Kit|Luggage Rack|Attached Bathroom",EXE DELUXE ROOM,Maharashtra,a8abb18cbe8c219243045304d4fb9b9c
"Gadawah VIllage, Post Parasi, District Umaria, Bandhavgarh National Park.",Gohri Gate,Bandhavgarh,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We will be happy to provide airport / railway station pick-up and drop at additional cost if booked atleast 48 hours prior to check in. Bookings will be confirmed only upon receipt of full stay amount paid in advance.,"Swimming Pool|Airport Transfer Available / Surcharge|Barbecue Area|Concierge|Gift Shop |Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Fire Place Available |Picnic Area|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Extra Person / Child - Share the same room|Car Rental|Badminttion Court|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Family Room|Air / Rail Booking|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service",4,10,23.66493095,Gohri Gate,80.9251039,HTLGBO1000044692,The Roaring Salvan County,Resort,Bandhavgarh,,30,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|HD / LCD Satellite TV,Cottage,Madhya Pradesh,177920018aea64f5594dfc5f965bd0f6
